"","nmajor","major1","major2","BBRJ","Business Direct Admit","Combined Bacc and Masters","Dean's List","First Generation College Stdnt","FSB Scholars","Honors Program","President's List","Study Abroad Courtesy Account","Transfer Work (Pre-Banner)","Cum Laude","Magna Cum Laude","Summa Cum Laude","University Honors","UniversityHonors w/Distinction","minor1","minor2","IPEDS.Race.Ethnicity","Gender","GPA.Range","Term.Code","year.x","latin_honors","survey_city","survey_company","survey_deptfunc","survey_gradprogram","survey_gradschool","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","has_internship","has_multiple_internships"
"830",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Chicago","Capco","Consulting
 Finance","None","None",0,"accepted fulltime job","Yes","No",70000,"IL",1,1
"831",1,"Business Economics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entrepreneurship","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Madison","Epic Systems","Other","None","None",2,"accepted fulltime job","Yes","Yes",50000,"WI",1,1
"832",1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Marketing","Marketing","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Chicago","BearingPoint","Consulting","None","None",2,"accepted fulltime job","Yes","Yes",70000,"IL",1,1
"833",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"International Business","Language","White","Female","3.00 - 3.49",201920,"2019","0","Akron","Goodyear Tire & Rubber Co.","None","None","None",2,"accepted fulltime job","Yes","None",62000,"OH",1,1
"834",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Alexandria","Xator Corporation","Analytics
 Logistics / Supply Chain
 Information Technology
 Operations / Procurement","None","None",3,"accepted fulltime job","Yes","Yes",60000,"Virginia/ USA",1,1
"835",1,"Supply Chain & Operations Mgmt","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202110,"2021","0","Augusta","Textron Specialized Vehicles","None","None","None",0,"accepted fulltime job","None","None",58000,"GA",1,1
"836",1,"Supply Chain & Operations Mgmt","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202110,"2021","0","Augusta","Textron","Logistics / Supply Chain Operations / Procurement","None","None",2,"accepted fulltime job","Yes","Yes",60000,"GA",1,1
"837",1,"Information Systems","none",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Plano","Wipro","Information Technology","None","None",1,"accepted fulltime job","Yes","No",60000,"Texas",1,0
"838",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Political Science","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",1,"seeking employment","None","None",0,"None",1,1
"839",1,"Finance","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","Business Analytics","White","Female","2.50 - 2.99",202010,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"840",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"841",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,1
"842",1,"Supply Chain & Operations Mgmt","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",201920,"2019","0","Cincinnati","P&G","Logistics/Supply Chain","None","None",4,"accepted fulltime job","Yes","Yes",75000,"Ohio",1,1
"843",1,"Marketing","none",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Colubmus","Dancer Solutions","Marketing/Sales","None","None",5,"accepted fulltime job","Yes","Yes",55000,"Ohio",1,0
"844",1,"Marketing","none",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Sport Management","Sport Management","White","Female","3.50 - 4.00",202010,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"845",1,"Finance","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Boston","Global Atlantic Financial Group","Analytics Finance Human Resources","None","None",1,"accepted fulltime job","Yes","Yes",60000,"MA",1,0
"846",1,"Marketing","none",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mangement and Leadership","No Minor","Hispanic/Latino","Female","3.00 - 3.49",201920,"2019","0","Alpharetta","Westchester, A Chubb Company","Other: Risk Management / Insurance","None","None",1,"accepted fulltime job","Yes","Yes",58000,"GA",1,0
"847",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","Chicago","Crowe LLP","Accounting","None","None",1,"accepted fulltime job","No","Yes",63000,"IL",1,1
"848",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Male","2.00 - 2.49",202020,"2020","0","Cleveland","BrightEdge","None","None","None",0,"accepted fulltime job","None","None",68000,"OH",1,1
"849",1,"Accountancy","none",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"Math/Stat","Math/Stat","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Cincinnati","BDO","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",52000,"Ohio",0,0
"850",1,"Human Capital Mgmt& Leadership","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","Peloton Consulting Group","None","None","None",1,"accepted fulltime job","Yes","Yes",62000,"IL",1,1
"851",1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cincinnati","GE Aviation","Information Technology","None","None",1,"accepted fulltime job","Yes","Yes",82000,"OH",1,1
"852",1,"Finance","none",0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,"Humanities","Humanities","White","Female","3.50 - 4.00",202020,"2020","Magna Cum Laude","Washington","Federal Bureau of Investigation","Other: Counterterrorism","None","None",1,"accepted fulltime job","Yes","Yes",48670,"D.C.",1,1
"853",1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Security","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Forth Worth","Textron","Information Technology","None","None",2,"accepted fulltime job","Yes","Yes",66000,"TX",1,0
"854",2,"Human Capital Mgmt& Leadership","Marketing",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Columbus","Abbott","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",50128,"OH",1,0
"855",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Security","Information Security","White","Female","3.00 - 3.49",202120,"2021","0","Cleveland","EY","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",65000,"OH",1,1
"856",1,"Management and Leadership","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.00 - 2.49",202020,"2020","0","Hershey","Hershey Entertainment & Resorts","Human Resources","None","None",2,"accepted fulltime job","Yes","No",30160,"PA",1,1
"857",1,"Finance","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Eau Claire","FDIC","Finance Other: Government","None","None",2,"accepted fulltime job","Yes","Yes",55000,"WI",0,0
"858",1,"Business Economics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engineering/Science","Engineering/Science","White","Male","2.50 - 2.99",201920,"2019","0","None","U.S. Navy","None","None","None",0,"military service","None","None",0,"None",0,0
"859",2,"Information Systems","Marketing",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",0,0
"860",1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201915,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"861",1,"Business Analytics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Washington","Accenture","Consulting","None","None",1,"accepted fulltime job","Yes","Yes",82000,"D.C.",1,1
"862",1,"Human Capital Mgmt& Leadership","none",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","None","Gpac","None","None","None",0,"accepted fulltime job","Yes","Yes",0,"None",1,1
"863",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"864",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Language","No Minor","White","Female","2.50 - 2.99",201920,"2019","0","None","None","None","None","None",0,"seeking continuing education","None","None",0,"None",0,0
"865",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","Cincinnati","David J. Joseph","Marketing / Sales","None","None",2,"accepted fulltime job","Yes","Yes",55000,"Ohio",1,1
"866",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"867",2,"Accountancy","Finance",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"Political Science","Political Science","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","None","Deloitte","None","None","None",0,"accepted fulltime job","None","None",62000,"None",1,1
"868",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Chicago","The Hackett Group","Consulting Finance General Management IT Assurance / IT Audit Logistics / Supply Chain Information Technology","None","None",3,"accepted fulltime job","Yes","Yes",73000,"IL",1,1
"869",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","Deloitte","Accounting Consulting Other: Tax","None","None",1,"accepted fulltime job","Yes","Yes",62000,"IL",1,0
"870",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"871",1,"Business Analytics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Security","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Chicago","EY","Accounting IT Assurance / IT Audit","None","None",2,"accepted fulltime job","Yes","Yes",63000,"IL",1,1
"872",1,"Supply Chain & Operations Mgmt","none",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Information Systems","Information Systems","White","Female","3.00 - 3.49",201920,"2019","0","Tysons","Ernst & Young","Consulting
 Logistics / Supply Chain
 Operations / Procurement","None","None",1,"accepted fulltime job","Yes","Yes",74000,"Virginia (VA)",1,1
"873",1,"Human Capital Mgmt& Leadership","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",202120,"2021","0","Columbus","Swim & Racquet","General Management","None","None",0,"accepted parttime job","Yes","Yes",0,"OH",0,0
"874",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Business Analytics","Humanities","Asian","Female","3.50 - 4.00",201920,"2019","Cum Laude","None","None","None","None","None",0,"seeking employment","None","None",0,"None",0,0
"875",1,"Marketing","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arts Related","Arts Related","White","Female","3.00 - 3.49",201920,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"876",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202110,"2021","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"877",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","Chicago","Suntrust","Finance","None","None",3,"accepted fulltime job","Yes","Yes",80000,"IL",1,0
"878",1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engineering/Science","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","Cincinnati","Kroger","IT Assurance/IT Audit","None","None",1,"accepted fulltime job","Yes","Yes",68000,"OH",1,0
"879",1,"Supply Chain & Operations Mgmt","none",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Williamsport","Textron Systems: Lycoming Engines","Logistics / Supply Chain
 Operations / Procurement","None","None",3,"accepted fulltime job","Yes","No",54000,"Pennsylvania",1,0
"880",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","Multi Racial","Male","3.00 - 3.49",202020,"2020","0","Cincinnati","BDO","Accounting","MAcc","None",1,"accepted fulltime job","Yes","Yes",53000,"OH",1,1
"881",1,"Human Capital Mgmt& Leadership","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"882",1,"Accountancy","none",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Male","3.50 - 4.00",202110,"2021","Cum Laude","None","None","None","None","None",0,"continuing education","None","None",0,"None",1,0
"883",1,"Finance","none",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,"Information Systems","Information Systems","White","Male","3.50 - 4.00",202020,"2020","Summa Cum Laude","None","Metrus Energy","None","None","None",0,"accepted fulltime job","None","None",0,"None",1,1
"884",2,"Accountancy","Finance",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Arts Related","Arts Related","Non-Resident Alien","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,1
"885",1,"Marketing","none",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",3,"seeking employment","None","None",0,"None",0,0
"886",1,"Marketing","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","2.50 - 2.99",202120,"2021","0","Austin","Oracle","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","No",50000,"TX",1,1
"887",1,"Information Systems","none",1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,"Mangement and Leadership","Mangement and Leadership","White","Female","3.50 - 4.00",202120,"2021","Summa Cum Laude","Chicago","West Monroe Partners","Analytics Consulting Finance","None","None",1,"accepted fulltime job","Yes","Yes",70000,"IL",1,1
"888",1,"Finance","none",0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","Chicago","West Monroe Partners","Consulting","None","None",1,"accepted fulltime job","Yes","Yes",70000,"IL",1,1
"889",1,"Marketing","none",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Cleveland","None","Marketing/Sales","None","None",2,"other","None","None",0,"OH",1,0
"890",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,0
"891",1,"Accountancy","none",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Chicago","KPMG","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",60000,"IL",1,1
"892",1,"Marketing","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Information Systems","Information Systems","White","Male","3.00 - 3.49",202120,"2021","0","Cleveland","The Superlative Group","None","None","None",0,"accepted fulltime job","None","None",50000,"OH",1,1
"893",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Chicago","Rise Interactive","None","None","None",1,"accepted fulltime job","Yes","Yes",50000,"IL",1,1
"894",1,"Business Economics","none",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Cincinnati","Dewey's Pizza","General Management Logistics / Supply Chain Operations / Procurement","None","Cedarville University",4,"accepted fulltime job","Yes","Yes",62500,"OH",1,0
"895",1,"Marketing","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","Multi Racial","Female","3.00 - 3.49",202120,"2021","0","None","VMLY&R","None","None","None",1,"accepted parttime job","None","None",0,"None",1,1
"896",1,"Management and Leadership","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Language","Multi Racial","Female","2.50 - 2.99",202120,"2021","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"897",1,"Management and Leadership","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Asian","Male","2.50 - 2.99",201930,"2019","0","Bengaluru","Kems Ltd","Human Resources","None","None",1,"accepted fulltime job","Yes","Yes",0,"India",1,0
"898",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Chicago","Insight Global","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",40000,"IL",1,0
"899",1,"Marketing","none",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","Columbus","PepsiCo Frito-Lay","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",65000,"OH",1,0
"900",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Language","Language","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Cincinnati","PWC","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",52000,"OH",1,1
"901",1,"Finance","none",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Female","3.00 - 3.49",202020,"2020","0","None","None","None","None","Boston University",0,"continuing education","None","None",0,"None",1,0
"902",1,"Finance","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Female","3.00 - 3.49",201915,"2019","0","Pittsburgh","Prop Ocean Corporation","None","None","None",0,"accepted fulltime job","None","None",0,"PA",0,0
"903",1,"Finance","none",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Arts Related","No Minor","Non-Resident Alien","Female","3.50 - 4.00",201920,"2019","Cum Laude","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"904",1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","Miami University",0,"continuing education","None","None",0,"None",1,0
"905",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Cincinnnati","Deloitte Consulting","None","None","None",0,"accepted parttime job","None","None",80000,"OH",0,0
"906",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","Cincinnati","UC Health","Logistics/Supply Chain","None","None",4,"accepted fulltime job","Yes","Yes",41600,"OH",0,0
"907",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","Hispanic/Latino","Female","3.00 - 3.49",202020,"2020","0","Cincinnati","Procter & Gamble","None","None","None",0,"accepted fulltime job","None","None",70000,"OH",1,1
"908",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"909",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"910",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","None","None","Finance","None","None",0,"seeking employment","None","None",0,"None",0,0
"911",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Information Systems","Information Systems","White","Male","3.00 - 3.49",202020,"2020","0","Cleveland","Union Home Mortgage Corp.","Accounting Finance","None","None",2,"accepted fulltime job","Yes","Yes",52000,"OH",1,1
"912",1,"Supply Chain & Operations Mgmt","none",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,"Information Systems","Information Systems","Hispanic/Latino","Female","3.50 - 4.00",202010,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"913",1,"Finance","none",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202020,"2020","Magna Cum Laude","Chicago","West Monroe Partners","Consulting","None","None",5,"accepted fulltime job","Yes","Yes",70000,"IL",1,0
"914",1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",201920,"2019","0","Columbus","DHL Supply Chain","Analytics
 Logistics / Supply Chain
 Operations / Procurement","None","None",1,"accepted fulltime job","Yes","Yes",52500,"Ohio",1,0
"915",1,"Human Capital Mgmt& Leadership","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","3.00 - 3.49",202120,"2021","0","Los Angeles","Northmarq","None","None","None",0,"accepted fulltime job","Yes","Yes",0,"CA",1,1
"916",1,"Accountancy","none",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Business Analytics","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Columbus","Deloitte","Accounting Consulting IT Assurance / IT Audit","None","None",1,"accepted fulltime job","Yes","Yes",53500,"OH",1,0
"917",2,"Accountancy","Finance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","3.00 - 3.49",201930,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"918",1,"Marketing","none",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"Language","Language","Hispanic/Latino","Male","3.50 - 4.00",201920,"2019","Cum Laude","Newport","Divisions Maintenance Group","Marketing/Sales","None","None",1,"accepted fulltime job","Yes","Yes",38000,"KY",1,1
"919",1,"Marketing","none",1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Summa Cum Laude","Denver","Motive","IMS","None","None",2,"accepted fulltime job","Yes","Yes",0,"CO",1,1
"920",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201910,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"921",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,0
"922",1,"Business Economics","none",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Arts Related","Arts Related","White","Female","3.00 - 3.49",201920,"2019","0","Blue Ash","LendKey Technologies","Analytics
 Consulting
 Finance
 Marketing / Sales
 Operations / Procurement","None","None",1,"accepted fulltime job","Yes","Yes",55000,"Ohio",1,1
"923",1,"Accountancy","none",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Humanities","No Minor","White","Male","3.50 - 4.00",202120,"2021","Magna Cum Laude","Atlanta","KPMG","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",57000,"GA",1,1
"924",1,"Accountancy","none",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Boston","PWC","Accounting","None","None",2,"accepted fulltime job","Yes","Yes",60000,"MA",1,1
"925",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Chicago","PNC Financial Services","Consulting Finance","None","None",1,"accepted fulltime job","Yes","Yes",55000,"IL",1,0
"926",1,"Finance","none",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","AON","Finance","None","None",2,"accepted fulltime job","Yes","Yes",70000,"IL",1,1
"927",1,"Information Systems","none",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Interactive Media Studies","No Minor","White","Female","3.50 - 4.00",202020,"2020","Magna Cum Laude","Chicago","Nielsen","Analytics","None","None",1,"accepted fulltime job","Yes","Yes",58000,"IL",1,0
"928",2,"Accountancy","Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Male","3.00 - 3.49",202120,"2021","0","None","None","None","Master of Supply Chain Management","Boston University",0,"continuing education","None","None",0,"None",1,1
"929",1,"Accountancy","none",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"Humanities","Humanities","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cleveland","Deloitte","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",53000,"OH",1,0
"930",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"931",1,"Marketing","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Female","2.50 - 2.99",201910,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"932",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202020,"2020","0","Covington","Fidelity Investments","Finance Marketing / Sales","None","None",3,"accepted fulltime job","Yes","Yes",44000,"KY",1,0
