"","nmajor","major1","major2","BBRJ","Business Direct Admit","Combined Bacc and Masters","Dean's List","First Generation College Stdnt","FSB Scholars","Honors Program","President's List","Study Abroad Courtesy Account","Transfer Work (Pre-Banner)","Cum Laude","Magna Cum Laude","Summa Cum Laude","University Honors","UniversityHonors w/Distinction","minor1","minor2","IPEDS.Race.Ethnicity","Gender","GPA.Range","Term.Code","year.x","latin_honors","survey_city","survey_company","survey_deptfunc","survey_gradprogram","survey_gradschool","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","has_internship","has_multiple_internships"
"1",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","2.00 - 2.49",202015,"2020","0","None","None","None","None","None",0,"seeking continuing education","None","None",0,"None",0,0
"2",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Legal Studies","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Toledo","BAM Nutual","Finance","None","None",0,"accepted fulltime job","Yes","Yes",0,"Ohio",0,0
"3",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Humanities","Humanities","Asian","Female","3.50 - 4.00",202120,"2021","0","Columbus","CoHatch","General Management","None","None",1,"accepted fulltime job","Yes","Yes",40000,"OH",1,1
"4",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Accountancy","Accountancy","White","Male","3.00 - 3.49",202020,"2020","0","None","PwC","None","None","None",0,"accepted fulltime job","None","None",0,"None",1,1
"5",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","Supply Chain Management","White","Male","3.00 - 3.49",201920,"2019","0","Columbus","Abercrombie & Fitch","General Management","None","None",1,"accepted fulltime job","Yes","Yes",63500,"Ohio",1,1
"6",1,"Marketing","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",202020,"2020","0","Cleveland","McDonald's","Consulting Marketing / Sales Operations / Procurement","None","None",4,"accepted fulltime job","Yes","Yes",68000,"OH",1,1
"7",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Economics","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Chicago","Ernst & Young","Analytics
 Consulting","None","None",1,"accepted fulltime job","Yes","Yes",58000,"Ohio / USA",1,1
"8",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201910,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"9",1,"Accountancy","none",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Cleveland","EY","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",53000,"OH",1,1
"10",2,"Finance","Marketing",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,1
"11",1,"Finance","none",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,"Accountancy","Accountancy","White","Female","3.50 - 4.00",201920,"2019","Summa Cum Laude","New York City","JP Morgan","None","None","None",0,"accepted fulltime job","Yes","Yes",85000,"NY",0,0
"12",1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Augusta","Textron Specialized Vehicles","Operations / Procurement","None","None",1,"accepted fulltime job","Yes","Yes",58000,"GA",1,0
"13",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Chicago","EY","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",62000,"IL",1,0
"14",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entrepreneurship","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Los Angeles","None","None","None","None",1,"seeking employment","None","None",0,"CA",1,1
"15",1,"Business Economics","none",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Entrepreneurship","No Minor","Unknown","Female","3.50 - 4.00",202020,"2020","Cum Laude","None","None","None","None","None",1,"seeking employment","None","None",0,"None",1,1
"16",1,"Accountancy","none",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"No Minor","No Minor","Unknown","Female","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","KPMG","None","None","None",1,"accepted fulltime job","None","None",0,"IL",1,0
"17",1,"Marketing","none",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",202030,"2020","0","None","Duff & Phelps","None","None","None",0,"accepted fulltime job","None","None",0,"NY",0,0
"18",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Male","2.00 - 2.49",201920,"2019","0","None","None","None","None","None",1,"seeking employment","None","None",0,"None",1,1
"19",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","Black or African American","Male","3.00 - 3.49",201920,"2019","0","Witchita","Textron","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",63000,"KS",1,0
"20",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","new york","None","Consulting","None","None",0,"accepted fulltime job","Yes","Yes",0,"new york",0,0
"21",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Chicago","Deloitte","None","MAcc","None",0,"accepted fulltime job","None","None",62000,"IL",1,0
"22",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Minneapolis","E. & J. Gallo Winery","Marketing / Sales","None","None",2,"accepted fulltime job","Yes","Yes",50000,"MN",1,0
"23",1,"Marketing","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.00 - 2.49",201920,"2019","0","Oxford","Asset Campus Housing","Marketing / Sales","None","None",2,"accepted fulltime job","Yes","Yes",29000,"OH",1,1
"24",1,"Marketing","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202010,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"25",1,"Finance","none",1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,"Business Analytics","Business Analytics","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","None","None","None","None","Canisius College",0,"continuing education","None","None",0,"None",1,1
"26",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Chicago","Uber","None","None","None",0,"accepted fulltime job","None","None",53000,"IL",1,1
"27",1,"Management and Leadership","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Lincolnshire","Alight Solutions","Human Resources","None","None",1,"accepted fulltime job","No","Yes",53000,"IL",1,1
"28",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Charlotte","Vanguard","Finance","None","None",1,"accepted fulltime job","Yes","Yes",56000,"NC",1,1
"29",1,"Human Capital Mgmt& Leadership","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",0,0
"30",1,"Finance","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Business Analytics","Business Analytics","White","Male","3.00 - 3.49",201920,"2019","0","Buffalo","M&T Bank","None","None","None",1,"accepted fulltime job","Yes","None",55000,"NY",1,0
"31",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202110,"2021","0","Columbus","KPMG","Consulting","None","None",2,"accepted fulltime job","Yes","Yes",60000,"OH",1,1
"32",1,"Marketing","none",0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Atlanta","The Home Depot","None","None","None",2,"accepted fulltime job","Yes","Yes",65000,"GA",1,1
"33",1,"Finance","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202020,"2020","0","None","None","None","None","None",3,"other","None","None",0,"None",1,1
"34",1,"Finance","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","2.50 - 2.99",202110,"2021","0","Covington","Fidelity Investments","None","None","None",0,"accepted fulltime job","None","None",45000,"KY",1,1
"35",1,"Accountancy","none",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",202120,"2021","0","Dallas","RSM","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",59000,"TX",1,0
"36",1,"Accountancy","none",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Marketing","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Cleveland","Ernst and Young","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",51000,"OH, USA",1,0
"37",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",201920,"2019","0","Chicago","The Chamberlain Group","Marketing / Sales","None","None",3,"accepted fulltime job","Yes","Yes",54000,"Illinois",1,1
"38",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",0,0
"39",1,"Marketing","none",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Humanities","Humanities","Multi Racial","Female","3.50 - 4.00",202020,"2020","Cum Laude","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"40",1,"Marketing","none",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Columbus","Abercrombie & Fitch","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","No",62500,"OH",1,0
"41",1,"Management and Leadership","none",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,"Language","Language","White","Female","3.50 - 4.00",201920,"2019","Summa Cum Laude","Washington","World Health Organization","None","Doctor of Medicine","Harvard Medical School",0,"continuing education","None","None",0,"D.C.",0,0
"42",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arts Related","No Minor","White","Male","2.50 - 2.99",202120,"2021","0","None","None","None","Masters of Science in Business Analytics","Miami University",3,"continuing education","None","None",0,"None",1,1
"43",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"44",2,"Finance","Supply Chain & Operations Mgmt",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"45",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","None","None","None","None","None",0,"None","None","None",0,"None",1,1
"46",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","Interactive Media Studies","White","Female","3.00 - 3.49",201920,"2019","0","Chicago","CVS Health","Accounting
 Finance","None","None",2,"accepted fulltime job","Yes","Yes",54000,"IL",1,1
"47",1,"Business Economics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","John Deere","None","None","None",0,"accepted fulltime job","None","None",0,"None",1,1
"48",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","KeyBanc Capital Markets","None","None","None",0,"accepted fulltime job","None","None",75000,"None",1,1
"49",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engineering/Science","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Chicago","CIBC","None","None","None",2,"accepted fulltime job","Yes","Yes",60000,"IL",1,0
"50",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Las Vegas","Cintas","None","None","None",2,"accepted fulltime job","Yes","Yes",50000,"NV",1,1
"51",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accountancy","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Indianapolis","Cummins, Inc.","Finance","None","None",1,"accepted fulltime job","Yes","Yes",60000,"IN",1,0
"52",2,"Business Economics","Marketing",0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,"Language","Language","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Cleveland","Insight2Profit","Analytics
 Consulting","None","None",1,"accepted fulltime job","Yes","Yes",58000,"OH",0,0
"53",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","Supply Chain Management","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"54",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","Supply Chain Management","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"55",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","American Indian or Alaska Native","Female","3.00 - 3.49",201920,"2019","0","Chicago","Coyote Logistics","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",40000,"Illinois",1,0
"56",1,"Marketing","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",1,"seeking employment","None","None",0,"None",1,1
"57",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mangement and Leadership","Mangement and Leadership","Hispanic/Latino","Female","3.50 - 4.00",202120,"2021","Cum Laude","None","None","None","None","None",4,"seeking employment","None","None",0,"None",1,1
"58",1,"Supply Chain & Operations Mgmt","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Male","3.00 - 3.49",201915,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"59",1,"Accountancy","none",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Milwaukee","Deloitte","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",53000,"WI",1,1
"60",1,"Marketing","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","boston","Fairway Mortgage","Finance Marketing / Sales","None","None",2,"accepted fulltime job","Yes","Yes",45000,"MA",1,1
"61",1,"Supply Chain & Operations Mgmt","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Detroit","General Motors","Analytics
 Logistics / Supply Chain
 Operations / Procurement","None","None",3,"accepted fulltime job","Yes","Yes",75000,"Michigan, Detroit",1,1
"62",2,"Accountancy","Business Analytics",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Denver","PwC","None","None","None",2,"accepted fulltime job","Yes","Yes",55000,"CO",1,1
"63",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"64",1,"Marketing","none",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Columbus","JP Morgan Chase","None","None","None",0,"accepted fulltime job","None","None",59000,"OH",1,1
"65",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","2.50 - 2.99",202030,"2020","0","Durham","Nutanix","None","None","None",0,"accepted fulltime job","None","None",0,"NC",1,0
"66",1,"Finance","none",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Economics","Economics","Hispanic/Latino","Male","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"67",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","No Minor","Black or African American","Male","3.00 - 3.49",201920,"2019","0","Chicago","Publicis Sapient","Marketing/Sales","None","None",4,"accepted fulltime job","No","Yes",50000,"IL",1,1
"68",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",201920,"2019","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",0,0
"69",1,"Finance","none",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",202020,"2020","Summa Cum Laude","Cincinnati","Fifth Third Bank","Analytics","None","None",3,"accepted fulltime job","Yes","Yes",90000,"OH",1,1
"70",1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,"Language","Language","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","McDonald's Corporation","Logistics / Supply Chain","None","None",2,"accepted fulltime job","Yes","Yes",64500,"IL",1,1
"71",1,"Finance","none",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,"Accountancy","Accountancy","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Chicago","RSM","Accounting Consulting Finance","None","None",2,"accepted fulltime job","Yes","Yes",66200,"IL",1,1
"72",1,"Information Systems","none",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"Language","Language","White","Female","3.50 - 4.00",201920,"2019","Summa Cum Laude","Cincinnati","GE Aviation","Information Technology","None","None",2,"accepted fulltime job","Yes","Yes",82000,"OH",1,1
"73",1,"Supply Chain & Operations Mgmt","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Language","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",2,"seeking employment","None","None",0,"None",1,1
"74",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Security","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Columbus","KPMG","Consulting IT Assurance / IT Audit Information Technology","None","None",2,"accepted fulltime job","Yes","Yes",65000,"OH",1,1
"75",1,"Marketing","none",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Language","Language","Black or African American","Female","2.50 - 2.99",202020,"2020","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,1
"76",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"International Business","International Business","White","Male","3.00 - 3.49",202120,"2021","0","Cincinnati","G3 Marketing","None","None","None",2,"accepted fulltime job","None","None",40000,"OH",1,1
"77",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Cincinnati","Target","None","None","None",0,"accepted fulltime job","None","None",64000,"OH",1,1
"78",1,"Marketing","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201910,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"79",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Chicago","SThree","Human Resources
 Marketing / Sales","None","None",3,"accepted fulltime job","Yes","Yes",40000,"IL",1,0
"80",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Business Analytics","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","Dallas","DHL","Analytics General Management Logistics / Supply Chain Operations / Procurement","None","None",1,"accepted fulltime job","Yes","Yes",52500,"TX",1,1
"81",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Columbus","TQL","Marketing / Sales","None","None",1,"accepted fulltime job","No","Yes",0,"OH",1,0
"82",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Asian","Male","3.00 - 3.49",202120,"2021","0","None","None","None","None","None",0,"accepted fulltime job","None","None",0,"None",1,1
"83",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Indianpolis","PFL - Orr Fellowship","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",50000,"Indiana",1,1
"84",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Columbus","Nationwide","Accounting
 Finance","None","None",1,"accepted fulltime job","Yes","Yes",67500,"Ohio",1,0
"85",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marketing","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Columbus","Clearsulting","Consulting","None","None",4,"accepted fulltime job","Yes","Yes",50000,"OH",1,0
"86",2,"Accountancy","Finance",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","Math/Stat","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cincinnati","Deloitte","Accounting Finance","None","None",0,"accepted fulltime job","Yes","Yes",52000,"OH",1,0
"87",2,"Management and Leadership","Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Minneapolis","Medtronic","E&J Gallo","None","None",1,"accepted fulltime job","Yes","Yes",60500,"Minnesota",1,1
"88",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202110,"2021","0","None","None","None","None","None",0,"accepted fulltime job","None","None",0,"None",1,0
"89",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Language","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"90",1,"Human Capital Mgmt& Leadership","none",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Columbus","Huntington National Bank","Human Resources","None","None",1,"accepted fulltime job","Yes","Yes",53000,"OH",1,1
"91",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"International Business","No Minor","Non-Resident Alien","Male","2.50 - 2.99",201920,"2019","0","None","None","None","None","None",0,"None","None","None",0,"None",0,0
"92",2,"Accountancy","Finance",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"No Minor","No Minor","Black or African American","Male","3.50 - 4.00",202020,"2020","Cum Laude","Seattle","Microsoft","Accounting Finance","None","None",4,"accepted fulltime job","Yes","Yes",85000,"WA",1,1
"93",1,"Accountancy","none",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Cincinnati","EY","Accounting","None","None",1,"accepted fulltime job","Yes","Yes",53000,"OH",1,0
"94",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Asian","Female","2.00 - 2.49",201930,"2019","0","None","None","None","None","None",0,"seeking employment","None","None",0,"None",1,0
"95",1,"Business Economics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Political Science","No Minor","White","Male","2.00 - 2.49",202010,"2020","0","Washington D.C","Booz Allen Hamilton","Consulting","None","None",0,"accepted fulltime job","Yes","Yes",61700,"Washington D.C/United States",1,1
"96",1,"Marketing","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Chicago","Coyote Logistics","Marketing / Sales","None","None",1,"accepted fulltime job","Yes","Yes",45000,"IL",1,0
"97",1,"Finance","none",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","Charlotte","Florida Panthers","Other: Professional Athletics","None","None",10,"accepted fulltime job","Yes","Yes",70000,"NC",0,0
"98",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","None","None","None","None","None",0,"None","None","None",0,"None",1,0
"99",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Chicago","OMD USA","None","None","None",0,"accepted fulltime job","None","None",50000,"IL",0,0
"100",1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Chicago","Origami Risk","None","None","None",0,"accepted fulltime job","None","None",0,"IL",1,1
"101",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Denver","Integro","None","None","None",0,"accepted fulltime job","None","None",0,"CO",1,0
"102",2,"Business Economics","Information Systems",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","None","None","None","None","None",1,"seeking employment","None","None",0,"None",1,0
"103",1,"Information Systems","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Mangement and Leadership","Mangement and Leadership","White","Male","3.00 - 3.49",202120,"2021","0","Chicago","Peloton Consulting Group","Consulting Human Resources Information Technology","None","None",2,"accepted fulltime job","Yes","Yes",62000,"IL",1,0
"104",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Columbus","DHL","Marketing / Sales","None","None",3,"accepted fulltime job","Yes","Yes",40000,"Ohio",1,0
"105",1,"Supply Chain & Operations Mgmt","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Brooklyn Heights","North shore strapping","Logistics / Supply Chain Marketing / Sales","None","None",2,"accepted fulltime job","No","Yes",0,"OH",0,0
